timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
9541;0;297;33.82
9541;116;306;33.3
9541;543;345;32.79
9541;122;320;32.27
9541;0;290;31.78
9541;710;368;31.43
9541;839;359;31.24
9624;59;304;31.19
9624;821;368;31.22
9624;274;303;31.32
9624;0;285;31.63
9624;703;297;32.19
9624;22;293;32.68
9624;0;277;32.9
9703;723;342;32.95
9703;586;343;32.65
9703;668;336;32.22
9703;1168;372;32.01
9703;246;317;31.98
9707;399;311;32.01
9707;614;288;32.18
9783;80;289;32.47
9783;0;294;32.73
9783;483;299;32.91
9783;356;338;32.99
9783;460;304;32.97
9783;878;367;32.95
9789;209;326;32.96
9863;253;304;33.01
9863;750;347;33.11
9863;0;290;33.2
9863;611;345;33.27
9869;170;265;33.35
9870;133;305;33.39
9870;399;335;33.4
9872;681;321;33.38
9938;276;321;33.32
9939;0;291;33.26
9939;546;339;33.25
9939;511;332;33.27
9939;348;347;33.29
9939;223;304;33.27
10022;6;306;33.23
10022;316;319;33.19
10022;92;266;33.19
10024;366;337;33.22
10024;231;315;33.26
10024;475;323;33.3
10026;0;293;33.36
10026;487;363;33.42
10103;387;310;33.48
10105;3;298;33.52
10105;680;341;33.53
10105;0;273;33.49
10107;329;326;33.42
10107;112;299;33.3
10107;102;291;33.17
10177;120;320;33.05
10177;432;363;32.96
10177;144;288;32.88
10177;367;305;32.85
10177;662;372;32.84
10184;99;295;32.82
10185;240;297;32.79
10259;551;325;32.71
10263;64;263;32.53
10263;379;321;32.32
10263;335;297;32.1
10263;115;311;31.92
10263;0;293;31.8
10263;511;365;31.77
10336;395;330;31.77
10336;172;304;31.8
10336;571;347;31.84
10336;144;282;31.89
10336;112;299;31.9
10336;318;301;31.86
10336;241;277;31.77
10410;75;300;31.68
10410;270;317;31.59
10412;64;287;31.53
10412;256;320;31.47
10412;563;368;31.42
10414;259;310;31.36
10415;558;349;31.26
10491;383;336;31.17
10491;177;288;31.12
10491;412;321;31.09
10491;339;305;31.09
10491;118;277;31.1
10491;556;333;31.07
10491;351;323;31.0
10557;154;304;30.88
10557;177;304;30.75
10557;110;321;30.61
10557;64;283;30.5
10557;835;359;30.43
10557;415;314;30.41
10639;95;283;30.41
10639;381;272;30.43
10639;172;294;30.46
10639;47;298;30.48
10639;522;299;30.47
10639;135;304;30.46
10639;209;288;30.46
10726;907;367;30.48
10726;82;309;30.48
10726;126;304;30.44
10726;856;326;30.38
10726;220;292;30.33
10726;80;301;30.3
10726;496;273;30.26
10726;266;293;30.22
10803;250;317;30.2
10803;16;272;30.18
10803;125;326;30.16
10803;30;299;30.13
10803;1205;397;30.11
10803;254;320;30.09
10803;83;289;30.08
10886;659;304;30.08
10887;256;345;30.1
10887;176;305;30.14
10887;423;291;30.2
10887;37;282;30.27
10890;116;335;30.33
10890;582;330;30.4
10968;272;312;30.44
10968;266;351;30.45
10970;528;343;30.45
10970;16;291;30.46
10970;374;347;30.49
10972;502;296;30.53
10972;0;289;30.56
10974;408;332;30.56
11048;537;305;30.56
11050;46;299;30.56
11050;490;340;30.57
11052;246;291;30.6
11052;26;298;30.63
11052;666;368;30.64
11055;796;326;30.64
11128;91;314;30.65
11128;471;331;30.68
11130;134;271;30.72
11130;141;317;30.77
11130;287;297;30.8
11132;208;288;30.82
11132;486;336;30.83
11209;428;337;30.83
11209;149;303;30.81
11209;269;309;30.79
11209;666;379;30.77
11209;327;304;30.76
11209;160;304;30.77
11209;547;336;30.77
11291;0;263;30.76
11291;85;302;30.76
11291;156;290;30.76
11291;64;292;30.76
11291;135;304;30.76
11291;528;350;30.78
11291;349;326;30.78
11291;101;304;30.8
11376;501;369;30.8
11376;101;287;30.8
11378;77;298;30.81
11378;463;310;30.82
11378;0;267;30.82
11380;124;293;30.84
11380;505;319;30.88
11451;413;298;30.9
11451;336;322;30.92
11451;426;343;30.95
11451;157;304;30.96
11456;531;356;30.96
11458;395;349;30.96
11458;387;321;30.96
11535;330;334;30.93
11535;495;320;30.89
11537;0;272;30.85
11537;338;310;30.81
11537;145;292;30.76
11539;327;318;30.72
11539;421;320;30.66
11613;266;320;30.56
11613;0;278;30.43
11616;528;326;30.3
11616;240;302;30.21
11616;0;289;30.15
11616;423;320;30.1
11616;80;273;30.02
11620;0;281;29.94
11697;789;294;29.82
11699;0;282;29.69
11699;0;285;29.56
11701;673;314;29.45
11701;0;287;29.36
11703;182;307;29.27
11703;476;338;29.19
11777;374;327;29.11
11777;93;308;29.08
11779;767;330;29.16
11779;223;303;29.34
11781;121;304;29.62
11781;409;293;29.91
11783;0;275;30.12
11859;144;282;30.22
11861;560;309;30.17
11861;145;309;30.0
11863;160;302;29.73
11863;735;343;29.47
11863;178;301;29.28
11866;0;291;29.16
11866;567;304;29.1
11949;193;293;29.07
11949;0;288;29.13
11953;486;279;29.22
11953;0;293;29.3
11953;0;291;29.37
11953;534;323;29.41
11956;0;286;29.43
11956;220;338;29.44
12039;814;333;29.45
